gid,role,role_score,cluster_id,priority_score,evidence,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pagerank,betweenness,seed_reach_count,pass_through,depth,is_seed,truncated_by_depth,in_deg_pct,out_deg_pct,in_kzt_pct,out_kzt_pct,in_tx_pct,out_tx_pct,pagerank_pct,betweenness_pct,seed_reach_pct,degree_pct,turnover_pct,consolidator_score,distributor_score,transit_score,terminal_score,coordinator_score,peripheral_score
100000000343175100,distributor,0.9691195370931307,13,0.9349049040808248,"Признаки распределения: 31 получателей (топ 3%), 33 переводов; наблюдаемый выход 4.0m KZT. Стартовый клиент: входящие неполны.",8,31,178712.0,4000039.0,14,33,0.000713258197938405,0.0007040456702723672,8,22.382598818210305,0,True,False,0.9936536718041704,0.9769452449567724,0.7601994560290117,0.9769452449567724,0.9870806890299184,0.9632564841498559,0.9141459074733096,0.9430255402750491,0.8362989323843416,0.9948407357559443,0.9896814715118888,0.8878302421735609,0.9691195370931307,0.0,0.0,0.926898182942291,0.0308804629068693
100000000456947100,peripheral,1.0,73,0.028091637010676157,"Выраженная спецроль не выявлена: входящих связей 0, исходящих 0, наблюдаемый оборот 0 KZT. Стартовый клиент: входящие неполны.",0,0,0.0,0.0,0,0,0.0002855692942172909,0.0,1,,0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.00956405693950178,0.0,0.1356761565836299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100000000580561100,distributor,0.6977323168556757,43,0.5020275901056965,"Признаки распределения: 3 получателей (топ 29%), 13 переводов; наблюдаемый выход 1.5m KZT. Стартовый клиент: входящие неполны.",2,3,27980.0,1488077.0,3,13,0.0008349888856684653,4.467250585954369e-06,1,53.183595425303785,0,True,False,0.8538077969174978,0.7118155619596542,0.34587488667271077,0.909221902017291,0.8481414324569356,0.8710374639769453,0.9332740213523132,0.07662082514734773,0.1356761565836299,0.8995065051592642,0.9533423059668013,0.5487016564336022,0.6977323168556757,0.0,0.0,0.0,0.3022676831443243
100000001415126100,peripheral,0.5687754683925754,21,0.4039324338937952,"Выраженная спецроль не выявлена: входящих связей 1, исходящих 0, наблюдаемый оборот 27k KZT. Стартовый клиент: входящие неполны.",1,0,27000.0,0.0,1,0,0.00040961890543080487,0.0,8,0.0,0,True,False,0.39913871260199457,0.0,0.3417951042611061,0.0,0.33204895738893925,0.0,0.7139679715302492,0.0,0.8362989323843416,0.31157469717362046,0.27927321668909827,0.0,0.0,0.0,0.4312245316074246,0.0,0.5687754683925754
100000001429930100,peripheral,0.5740905182565826,15,0.3918539935325624,"Выраженная спецроль не выявлена: входящих связей 1, исходящих 0, наблюдаемый оборот 26k KZT. Стартовый клиент: входящие неполны.",1,0,26000.0,0.0,1,0,0.00035079789147407785,0.0,8,0.0,0,True,False,0.39913871260199457,0.0,0.32660924750679965,0.0,0.33204895738893925,0.0,0.6276690391459074,0.0,0.8362989323843416,0.31157469717362046,0.2651413189771198,0.0,0.0,0.0,0.42590948174341736,0.0,0.5740905182565826
100000001616816100,consolidator,0.941386460575009,6,0.8855002435914036,"Признаки консолидации: 5 плательщиков (топ 2%), 11 стартовых ветвей; наблюдаемый вход 176k KZT. Стартовый клиент: входящие неполны.",5,3,176195.0,181326.0,12,10,0.002434657190684458,7.07183140397744e-05,11,1.0291211441868384,0,True,False,0.9809610154125114,0.7118155619596542,0.7579329102447869,0.6181556195965417,0.979827742520399,0.8350144092219021,0.9942170818505338,0.7367387033398821,0.9911032028469751,0.949304620906236,0.8057424854194706,0.941386460575009,0.7167788170283599,0.0,0.0,0.8907664637118755,0.058613539424991035
100000001732159100,consolidator,0.9291282389019916,11,0.7666825697824692,"Признаки консолидации: 2 плательщиков (топ 15%), 10 стартовых ветвей; наблюдаемый вход 2.4m KZT. Стартовый клиент: входящие неполны.",2,4,2378100.0,1505966.0,30,23,0.0010950567872996843,1.3357079252003561e-05,10,0.633264370716118,0,True,False,0.8538077969174978,0.7881844380403458,0.9945602901178604,0.9135446685878963,0.9968268359020852,0.9423631123919308,0.9572953736654805,0.21021611001964635,0.959297153024911,0.9214894571556752,0.9878869448183042,0.9291282389019916,0.7636649813444454,0.0,0.0,0.7312602200824279,0.07087176109800841
100000002527114100,distributor,0.9753098407342193,4,0.7863743458068436,"Признаки распределения: 111 получателей (топ 1%), 113 переводов; наблюдаемый выход 3.3m KZT. Стартовый клиент: входящие неполны.",3,111,129000.0,3289249.0,4,113,0.0008111056953132627,0.0003265063817156426,1,25.49805426356589,0,True,False,0.9347234814143246,0.9985590778097982,0.6990027198549411,0.968299711815562,0.8961922030825022,0.9956772334293948,0.9306049822064056,0.8978388998035364,0.1356761565836299,0.9995513683266039,0.9860924181247196,0.6472473567720516,0.9753098407342193,0.0,0.0,0.7776800938708509,0.024690159265780665
100000002916006100,peripheral,1.0,21,0.09198800309412165,"Выраженная спецроль не выявлена: входящих связей 0, исходящих 1, наблюдаемый оборот 32k KZT. Стартовый клиент: входящие неполны.",0,1,0.0,32000.0,0,1,0.0002855692942172909,0.0,1,,0,True,False,0.0,0.23054755043227665,0.0,0.2831412103746398,0.0,0.1707492795389049,0.00956405693950178,0.0,0.1356761565836299,0.31157469717362046,0.3221175414984298,0.0,0.0,0.0,0.0,0.0,1.0
100000003016635100,distributor,0.9952058905125607,2,0.8999443902341506,"Признаки распределения: 73 получателей (топ 1%), 151 переводов; наблюдаемый выход 9.4m KZT. Стартовый клиент: входящие неполны.",8,73,586981.0,9414081.0,36,151,0.0011896363343877673,0.00363329654556414,7,16.038135817002594,0,True,False,0.9936536718041704,0.9942363112391931,0.9442429737080689,0.9971181556195965,0.9981867633726201,1.0,0.9626334519572953,0.9882121807465619,0.540702846975089,0.9977568416330193,0.9986541049798116,0.8432332517591944,0.9952058905125607,0.0,0.0,0.8947915233512443,0.004794109487439302
